Fixation,First_Operand,Second_Operand,Solution,Correct_answer
Fixation_Point3.jpg,E9_450ms.mp3,E6_450ms.mp3,48,ArrowLeft
Fixation_Point3.jpg,E6_450ms.mp3,E4_450ms.mp3,20,ArrowLeft
Fixation_Point3.jpg,E8_450ms.mp3,E9_450ms.mp3,63,ArrowLeft
Fixation_Point3.jpg,E6_450ms.mp3,E2_450ms.mp3,12,ArrowRight
Fixation_Point3.jpg,E4_450ms.mp3,E8_450ms.mp3,32,ArrowRight
Fixation_Point3.jpg,E3_450ms.mp3,E7_450ms.mp3,21,ArrowRight
Fixation_Point3.jpg,E6_450ms.mp3,E4_450ms.mp3,24,ArrowRight
Fixation_Point3.jpg,E7_450ms.mp3,E6_450ms.mp3,48,ArrowLeft
Fixation_Point3.jpg,E7_450ms.mp3,E5_450ms.mp3,40,ArrowLeft
Fixation_Point3.jpg,E8_450ms.mp3,E3_450ms.mp3,24,ArrowRight
Fixation_Point3.jpg,E5_450ms.mp3,E7_450ms.mp3,35,ArrowRight
Fixation_Point3.jpg,E9_450ms.mp3,E8_450ms.mp3,72,ArrowRight
Fixation_Point3.jpg,E5_450ms.mp3,E8_450ms.mp3,24,ArrowLeft
Fixation_Point3.jpg,E2_450ms.mp3,E8_450ms.mp3,16,ArrowRight
Fixation_Point3.jpg,E5_450ms.mp3,E9_450ms.mp3,26,ArrowLeft
Fixation_Point3.jpg,E9_450ms.mp3,E5_450ms.mp3,45,ArrowRight
Fixation_Point3.jpg,E3_450ms.mp3,E2_450ms.mp3,8,ArrowLeft
Fixation_Point3.jpg,E3_450ms.mp3,E6_450ms.mp3,24,ArrowLeft
Fixation_Point3.jpg,E3_450ms.mp3,E2_450ms.mp3,6,ArrowRight
Fixation_Point3.jpg,E7_450ms.mp3,E2_450ms.mp3,16,ArrowLeft
Fixation_Point3.jpg,E5_450ms.mp3,E6_450ms.mp3,35,ArrowLeft
Fixation_Point3.jpg,E7_450ms.mp3,E9_450ms.mp3,72,ArrowLeft
Fixation_Point3.jpg,E4_450ms.mp3,E2_450ms.mp3,8,ArrowRight
Fixation_Point3.jpg,E2_450ms.mp3,E6_450ms.mp3,12,ArrowRight
Fixation_Point3.jpg,E3_450ms.mp3,E9_450ms.mp3,27,ArrowRight
Fixation_Point3.jpg,E4_450ms.mp3,E5_450ms.mp3,20,ArrowRight
Fixation_Point3.jpg,E9_450ms.mp3,E2_450ms.mp3,18,ArrowRight
Fixation_Point3.jpg,E2_450ms.mp3,E9_450ms.mp3,27,ArrowLeft
